Account_date,forecast,wh_name,wh_code,sku_code,sku_name,forecast_old
2020-03-24,314.0,杭州配送中心,001,12140,欢乐柠檬,0.0
2020-03-25,240.0,杭州配送中心,001,12140,欢乐柠檬,0.0
2020-03-19,41.0,杭州配送中心,001,12190,龙珠果,35.0
2020-03-20,54.0,杭州配送中心,001,12190,龙珠果,37.0
2020-03-21,52.0,杭州配送中心,001,12190,龙珠果,37.0
2020-03-22,52.0,杭州配送中心,001,12190,龙珠果,28.0
2020-03-23,44.0,杭州配送中心,001,12190,龙珠果,23.0
2020-03-24,45.0,杭州配送中心,001,12190,龙珠果,0.0
2020-03-25,42.0,杭州配送中心,001,12190,龙珠果,0.0
2020-03-19,9825.0,杭州配送中心,001,12360,智利西梅,3509.0
2020-03-20,9782.0,杭州配送中心,001,12360,智利西梅,1658.0
2020-03-21,10092.0,杭州配送中心,001,12360,智利西梅,1949.0
2020-03-22,9665.0,杭州配送中心,001,12360,智利西梅,3388.0
2020-03-23,9625.0,杭州配送中心,001,12360,智利西梅,2599.0
2020-03-24,9704.0,杭州配送中心,001,12360,智利西梅,0.0
2020-03-25,9422.0,杭州配送中心,001,12360,智利西梅,0.0
2020-03-19,3.0,杭州配送中心,001,12390,红龙杨桃,1.0
2020-03-20,5.0,杭州配送中心,001,12390,红龙杨桃,4.0
2020-03-21,5.0,杭州配送中心,001,12390,红龙杨桃,3.0
2020-03-22,4.0,杭州配送中心,001,12390,红龙杨桃,5.0
2020-03-23,4.0,杭州配送中心,001,12390,红龙杨桃,2.0
2020-03-24,3.0,杭州配送中心,001,12390,红龙杨桃,0.0
2020-03-25,4.0,杭州配送中心,001,12390,红龙杨桃,0.0
2020-03-19,41.0,杭州配送中心,001,12630,人参果,1.0
2020-03-20,41.0,杭州配送中心,001,12630,人参果,1.0
2020-03-21,44.0,杭州配送中心,001,12630,人参果,1.0
2020-03-22,40.0,杭州配送中心,001,12630,人参果,5.0
2020-03-23,40.0,杭州配送中心,001,12630,人参果,2.0
2020-03-24,42.0,杭州配送中心,001,12630,人参果,0.0
2020-03-25,44.0,杭州配送中心,001,12630,人参果,0.0
2020-03-19,11.0,杭州配送中心,001,12640,甜心山楂,4.0
2020-03-20,15.0,杭州配送中心,001,12640,甜心山楂,11.0
2020-03-21,12.0,杭州配送中心,001,12640,甜心山楂,8.0
2020-03-22,11.0,杭州配送中心,001,12640,甜心山楂,6.0
2020-03-23,12.0,杭州配送中心,001,12640,甜心山楂,8.0
2020-03-24,14.0,杭州配送中心,001,12640,甜心山楂,0.0
2020-03-25,12.0,杭州配送中心,001,12640,甜心山楂,0.0
2020-03-19,70.0,杭州配送中心,001,12880,鲜椰青,37.0
2020-03-20,77.0,杭州配送中心,001,12880,鲜椰青,22.0
2020-03-21,76.0,杭州配送中心,001,12880,鲜椰青,26.0
2020-03-22,73.0,杭州配送中心,001,12880,鲜椰青,22.0
2020-03-23,72.0,杭州配送中心,001,12880,鲜椰青,42.0
2020-03-24,76.0,杭州配送中心,001,12880,鲜椰青,0.0
2020-03-25,76.0,杭州配送中心,001,12880,鲜椰青,0.0
2020-03-19,961.0,杭州配送中心,001,13000,皇冠蜜梨,601.0
2020-03-20,993.0,杭州配送中心,001,13000,皇冠蜜梨,216.0
2020-03-21,1052.0,杭州配送中心,001,13000,皇冠蜜梨,221.0
2020-03-22,1035.0,杭州配送中心,001,13000,皇冠蜜梨,124.0
2020-03-23,981.0,杭州配送中心,001,13000,皇冠蜜梨,431.0
2020-03-24,985.0,杭州配送中心,001,13000,皇冠蜜梨,0.0
2020-03-25,989.0,杭州配送中心,001,13000,皇冠蜜梨,0.0
2020-03-19,4703.0,杭州配送中心,001,13020,冰糖蜜梨,2619.0
2020-03-20,4854.0,杭州配送中心,001,13020,冰糖蜜梨,3669.0
2020-03-21,3733.0,杭州配送中心,001,13020,冰糖蜜梨,2379.0
2020-03-22,4567.0,杭州配送中心,001,13020,冰糖蜜梨,3599.0
2020-03-23,4485.0,杭州配送中心,001,13020,冰糖蜜梨,3022.0
2020-03-24,4802.0,杭州配送中心,001,13020,冰糖蜜梨,0.0
2020-03-25,3676.0,杭州配送中心,001,13020,冰糖蜜梨,0.0
2020-03-19,1163.0,杭州配送中心,001,13050,落地碎香梨,709.0
2020-03-20,1185.0,杭州配送中心,001,13050,落地碎香梨,566.0
2020-03-21,743.0,杭州配送中心,001,13050,落地碎香梨,696.0
2020-03-22,1182.0,杭州配送中心,001,13050,落地碎香梨,553.0
2020-03-23,1044.0,杭州配送中心,001,13050,落地碎香梨,450.0
2020-03-24,1081.0,杭州配送中心,001,13050,落地碎香梨,0.0
2020-03-25,907.0,杭州配送中心,001,13050,落地碎香梨,0.0
2020-03-19,1618.0,杭州配送中心,001,13160,南水梨,146.0
2020-03-20,2190.0,杭州配送中心,001,13160,南水梨,97.0
2020-03-21,2219.0,杭州配送中心,001,13160,南水梨,35.0
2020-03-22,1725.0,杭州配送中心,001,13160,南水梨,62.0
2020-03-23,1876.0,杭州配送中心,001,13160,南水梨,1.0
2020-03-24,1818.0,杭州配送中心,001,13160,南水梨,0.0
2020-03-25,2177.0,杭州配送中心,001,13160,南水梨,0.0
2020-03-19,2.0,杭州配送中心,001,13250,美国青提,3.0
2020-03-20,2.0,杭州配送中心,001,13250,美国青提,8.0
2020-03-21,2.0,杭州配送中心,001,13250,美国青提,36.0
2020-03-22,2.0,杭州配送中心,001,13250,美国青提,3.0
2020-03-23,1.0,杭州配送中心,001,13250,美国青提,2.0
2020-03-24,1.0,杭州配送中心,001,13250,美国青提,0.0
2020-03-25,2.0,杭州配送中心,001,13250,美国青提,0.0
2020-03-19,101.0,杭州配送中心,001,13410,羊角蜜,64.0
2020-03-20,184.0,杭州配送中心,001,13410,羊角蜜,65.0
2020-03-21,157.0,杭州配送中心,001,13410,羊角蜜,77.0
2020-03-22,153.0,杭州配送中心,001,13410,羊角蜜,73.0
2020-03-23,149.0,杭州配送中心,001,13410,羊角蜜,77.0
2020-03-24,158.0,杭州配送中心,001,13410,羊角蜜,0.0
2020-03-25,158.0,杭州配送中心,001,13410,羊角蜜,0.0
2020-03-19,22.759999999999998,杭州配送中心,001,13490,澳洲西梅,12.0
2020-03-20,36.0,杭州配送中心,001,13490,澳洲西梅,7.0
2020-03-21,37.0,杭州配送中心,001,13490,澳洲西梅,8.0
2020-03-22,22.759999999999998,杭州配送中心,001,13490,澳洲西梅,12.0
2020-03-23,22.759999999999998,杭州配送中心,001,13490,澳洲西梅,20.0
2020-03-24,22.759999999999998,杭州配送中心,001,13490,澳洲西梅,0.0
2020-03-25,45.0,杭州配送中心,001,13490,澳洲西梅,0.0
