,goods,value,all_profit,all_profit_total,all_sales_price,discount_rate,profit_rate
196,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【润喉佳品】百香果1只-柠檬1只', '【鲜果切】菲律宾凤梨-约350g/份']",29.110000000000024,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 4.8888888888889195, 7.077777777777766]",8.017407407407436,"[3.8, 7.8, 3.8, 12.8555555555556, 16.6111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['24.8687%', '-7.0788%', '46.5205%', '20.4146%', '22.1661%']"
198,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【润喉佳品】百香果1只-柠檬1只', '泰国山竹-约300-350g']",30.010000000000023,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 4.8888888888889195, 6.887777777777764]",7.727407407407434,"[3.8, 7.8, 3.8, 12.8555555555556, 19.2111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['23.9394%', '-6.8143%', '44.7822%', '19.6518%', '17.4863%']"
201,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【润喉佳品】百香果1只-柠檬1只', '【鲜果切】西瓜鲜果切-约2斤']",30.910000000000025,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 4.8888888888889195, 7.097777777777765]",7.837407407407435,"[3.8, 7.8, 3.8, 12.8555555555556, 20.5111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['24.3000%', '-6.9170%', '45.4567%', '19.9478%', '17.3763%']"
203,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【润喉佳品】百香果1只-柠檬1只', '【不吐籽大口吃】软籽石榴-1只350-450g']",32.71000000000002,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 4.8888888888889195, 7.977777777777764]",8.517407407407434,"[3.8, 7.8, 3.8, 12.8555555555556, 20.5111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['26.3222%', '-7.4926%', '49.2396%', '21.6078%', '21.1560%']"
204,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【润喉佳品】百香果1只-柠檬1只', '那么大西梅-约228g/罐']",33.71000000000006,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 4.8888888888889195, 7.888888888888918]",8.317407407407472,"[3.8, 7.8, 3.8, 12.8555555555556, 21.8111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['25.7618%', '-7.3330%', '48.1912%', '21.1477%', '19.4999%']"
205,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【润喉佳品】百香果1只-柠檬1只', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",35.410000000000025,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 4.8888888888889195, 9.777777777777764]",10.017407407407434,"[3.8, 7.8, 3.8, 12.8555555555556, 21.8111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['29.8123%', '-8.4860%', '55.7682%', '24.4728%', '27.9689%']"
206,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【润喉佳品】百香果1只-柠檬1只', '佳沛阳光金果33#-4只']",42.61000000000002,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 4.8888888888889195, 10.577777777777765]",10.017407407407436,"[3.8, 7.8, 3.8, 12.8555555555556, 24.4111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['29.8123%', '-8.4860%', '55.7682%', '24.4728%', '26.4751%']"
207,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【润喉佳品】百香果1只-柠檬1只', '【新鲜直达】美国车厘子-约250g']",45.310000000000024,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 4.8888888888889195, 13.277777777777764]",12.417407407407435,"[3.8, 7.8, 3.8, 12.8555555555556, 25.8555555555556]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['33.6425%', '-9.5763%', '62.9333%', '27.6170%', '36.0025%']"
208,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【润喉佳品】百香果1只-柠檬1只', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",57.01000000000002,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 4.8888888888889195, 19.977777777777757]",17.81740740740743,"[3.8, 7.8, 3.8, 12.8555555555556, 28.3111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['38.4878%', '-10.9555%', '71.9971%', '31.5945%', '55.3313%']"
224,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【进口】越南红火龙果-1只500-550g', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",36.20999999999999,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 5.1777777777777665, 9.777777777777764]",10.217407407407396,"[3.8, 7.8, 3.8, 12.8555555555556, 21.8111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['30.2002%', '-8.5964%', '56.4939%', '26.2561%', '28.3328%']"
226,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【进口】越南红火龙果-1只500-550g', '【新鲜直达】美国车厘子-约250g']",46.10999999999999,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 5.1777777777777665, 13.277777777777764]",12.617407407407395,"[3.8, 7.8, 3.8, 12.8555555555556, 25.8555555555556]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['33.8959%', '-9.6484%', '63.4073%', '29.4692%', '36.2737%']"
227,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【进口】越南红火龙果-1只500-550g', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",57.80999999999999,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 5.1777777777777665, 19.977777777777757]",18.01740740740739,"[3.8, 7.8, 3.8, 12.8555555555556, 28.3111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['38.6115%', '-10.9907%', '72.2284%', '33.5689%', '55.5091%']"
247,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【鲜果切】红心火龙果-约350g/份', '那么大西梅-约228g/罐']",35.41000000000003,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 6.277777777777766, 7.888888888888918]",9.517407407407434,"[3.8, 7.8, 3.8, 12.8555555555556, 21.8111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['28.7712%', '-8.1897%', '53.8207%', '30.3278%', '21.7777%']"
248,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【鲜果切】红心火龙果-约350g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",37.10999999999999,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 6.277777777777766, 9.777777777777764]",11.217407407407396,"[3.8, 7.8, 3.8, 12.8555555555556, 21.8111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['31.9323%', '-9.0895%', '59.7340%', '33.6599%', '29.9578%']"
250,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【鲜果切】红心火龙果-约350g/份', '【新鲜直达】美国车厘子-约250g']",47.00999999999999,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 6.277777777777766, 13.277777777777764]",13.617407407407397,"[3.8, 7.8, 3.8, 12.8555555555556, 25.8555555555556]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['35.0513%', '-9.9773%', '65.5687%', '36.9478%', '37.5102%']"
251,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【鲜果切】红心火龙果-约350g/份', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",58.70999999999999,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 6.277777777777766, 19.977777777777757]",19.01740740740739,"[3.8, 7.8, 3.8, 12.8555555555556, 28.3111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['39.1909%', '-11.1556%', '73.3122%', '41.3113%', '56.3421%']"
297,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '越南酸奶百香果味-400g/4小杯13.8', '【不吐籽大口吃】软籽石榴-1只350-450g']",35.30999999999999,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 5.447777777777766, 7.977777777777764]",8.787407407407393,"[3.8, 7.8, 3.8, 15.3111111111111, 20.5111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['27.0384%', '-7.6964%', '50.5793%', '19.7864%', '21.7316%']"
298,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '越南酸奶百香果味-400g/4小杯13.8', '那么大西梅-约228g/罐']",36.31000000000003,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 5.447777777777766, 7.888888888888918]",8.587407407407433,"[3.8, 7.8, 3.8, 15.3111111111111, 21.8111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['26.5122%', '-7.5467%', '49.5950%', '19.4014%', '20.0679%']"
299,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '越南酸奶百香果味-400g/4小杯13.8', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",38.00999999999999,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 5.447777777777766, 9.777777777777764]",10.287407407407398,"[3.8, 7.8, 3.8, 15.3111111111111, 21.8111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['30.3324%', '-8.6341%', '56.7412%', '22.1970%', '28.4568%']"
300,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '越南酸奶百香果味-400g/4小杯13.8', '佳沛阳光金果33#-4只']",45.20999999999999,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 5.447777777777766, 10.577777777777765]",10.287407407407397,"[3.8, 7.8, 3.8, 15.3111111111111, 24.4111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['30.3324%', '-8.6341%', '56.7412%', '22.1970%', '26.9370%']"
301,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '越南酸奶百香果味-400g/4小杯13.8', '【新鲜直达】美国车厘子-约250g']",47.90999999999999,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 5.447777777777766, 13.277777777777764]",12.687407407407399,"[3.8, 7.8, 3.8, 15.3111111111111, 25.8555555555556]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['33.9827%', '-9.6731%', '63.5697%', '24.8683%', '36.3666%']"
302,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '越南酸奶百香果味-400g/4小杯13.8', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",59.60999999999999,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 5.447777777777766, 19.977777777777757]",18.087407407407387,"[3.8, 7.8, 3.8, 15.3111111111111, 28.3111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['38.6541%', '-11.0028%', '72.3082%', '28.2867%', '55.5704%']"
359,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【鲜果切】菲律宾凤梨-约350g/份', '【新鲜直达】美国车厘子-约250g']",48.80999999999999,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 7.077777777777766, 13.277777777777764]",14.217407407407396,"[3.8, 7.8, 3.8, 16.6111111111111, 25.8555555555556]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['35.6666%', '-10.1524%', '66.7196%', '31.7905%', '38.1686%']"
360,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【鲜果切】菲律宾凤梨-约350g/份', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",60.50999999999999,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 7.077777777777766, 19.977777777777757]",19.61740740740739,"[3.8, 7.8, 3.8, 16.6111111111111, 28.3111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['39.5101%', '-11.2465%', '73.9095%', '35.2163%', '56.8011%']"
417,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '泰国山竹-约300-350g', '那么大西梅-约228g/罐']",38.11000000000002,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 6.887777777777764, 7.888888888888918]",9.827407407407431,"[3.8, 7.8, 3.8, 19.2111111111111, 21.8111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['29.4291%', '-8.3769%', '55.0515%', '21.4962%', '22.2758%']"
420,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '泰国山竹-约300-350g', '【新鲜直达】美国车厘子-约250g']",49.70999999999999,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 6.887777777777764, 13.277777777777764]",13.927407407407397,"[3.8, 7.8, 3.8, 19.2111111111111, 25.8555555555556]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['35.3758%', '-10.0697%', '66.1757%', '25.8399%', '37.8574%']"
421,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '泰国山竹-约300-350g', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",61.409999999999975,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 6.887777777777764, 19.977777777777757]",19.327407407407385,"[3.8, 7.8, 3.8, 19.2111111111111, 28.3111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['39.3583%', '-11.2033%', '73.6254%', '28.7489%', '56.5828%']"
422,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '泰国山竹-约300-350g', '【200g】西瓜鲜果切']",26.33,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 6.887777777777764, 4.06]",7.307407407407407,"[3.8, 7.8, 3.8, 19.2111111111111, 42.6111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['22.4629%', '-6.3940%', '42.0201%', '16.4078%', '4.3752%']"
516,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【鲜果切】西瓜鲜果切-约2斤', '那么大西梅-约228g/罐']",39.010000000000026,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 7.097777777777765, 7.888888888888918]",9.93740740740743,"[3.8, 7.8, 3.8, 20.5111111111111, 21.8111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['29.6527%', '-8.4406%', '55.4698%', '21.2039%', '22.4450%']"
519,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【鲜果切】西瓜鲜果切-约2斤', '【新鲜直达】美国车厘子-约250g']",50.60999999999999,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 7.097777777777765, 13.277777777777764]",14.037407407407397,"[3.8, 7.8, 3.8, 20.5111111111111, 25.8555555555556]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['35.4875%', '-10.1015%', '66.3846%', '25.3762%', '37.9769%']"
520,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【鲜果切】西瓜鲜果切-约2斤', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",62.309999999999974,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 7.097777777777765, 19.977777777777757]",19.437407407407388,"[3.8, 7.8, 3.8, 20.5111111111111, 28.3111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['39.4164%', '-11.2198%', '73.7342%', '28.1857%', '56.6663%']"
521,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【鲜果切】西瓜鲜果切-约2斤', '【200g】西瓜鲜果切']",27.229999999999997,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 7.097777777777765, 4.06]",7.417407407407408,"[3.8, 7.8, 3.8, 20.5111111111111, 42.6111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['22.8658%', '-6.5087%', '42.7738%', '16.3507%', '4.4537%']"
522,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【鲜果切】西瓜鲜果切-约2斤', '菲诺纯椰汁-约180ml/袋']",26.7,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 7.097777777777765, 4.111111111111111]",7.527407407407407,"[3.8, 7.8, 3.8, 20.5111111111111, 59.5111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['23.2569%', '-6.6200%', '43.5054%', '16.6304%', '3.2653%']"
557,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【不吐籽大口吃】软籽石榴-1只350-450g']",22.909999999999997,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 7.977777777777764]",4.717407407407406,"[3.8, 7.8, 3.8, 20.5111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769]","['7.5475%', '-2.1484%', '14.1187%', '6.0662%']"
558,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '那么大西梅-约228g/罐']",23.910000000000036,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 7.888888888888918]",4.517407407407445,"[3.8, 7.8, 3.8, 21.8111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769]","['5.6844%', '-1.6181%', '10.6335%', '4.3027%']"
559,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",25.609999999999996,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 9.777777777777764]",6.217407407407407,"[3.8, 7.8, 3.8, 21.8111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769]","['17.7002%', '-5.0383%', '33.1107%', '16.6057%']"
560,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '佳沛阳光金果33#-4只']",32.809999999999995,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 10.577777777777765]",6.217407407407409,"[3.8, 7.8, 3.8, 24.4111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769]","['17.7002%', '-5.0383%', '33.1107%', '15.7188%']"
561,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【新鲜直达】美国车厘子-约250g']",35.51,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 13.277777777777764]",8.61740740740741,"[3.8, 7.8, 3.8, 25.8555555555556]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769]","['26.5927%', '-7.5696%', '49.7456%', '28.4582%']"
562,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",47.209999999999994,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 19.977777777777757]",14.017407407407397,"[3.8, 7.8, 3.8, 28.3111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769]","['35.4673%', '-10.0957%', '66.3469%', '50.9890%']"
564,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '云南蜜桔子-100g', '那么大西梅-约228g/罐']",27.330000000000034,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 2.8, 7.888888888888918]",6.937407407407444,"[3.8, 7.8, 3.8, 38.7111111111111, 21.8111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['21.0140%', '-5.9816%', '39.3097%', '3.1199%', '15.9061%']"
565,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '云南蜜桔子-100g', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",29.029999999999998,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 2.8, 9.777777777777764]",8.637407407407405,"[3.8, 7.8, 3.8, 38.7111111111111, 21.8111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['26.6461%', '-7.5848%', '49.8454%', '3.9561%', '24.9984%']"
566,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【进口】菲律宾香蕉-约500~550g/份', '云南蜜桔子-100g', '佳沛阳光金果33#-4只']",36.23,"[1.488888888888892, -0.9888888888888889, 2.785185185185194, 2.8, 10.577777777777765]",8.637407407407407,"[3.8, 7.8, 3.8, 38.7111111111111, 24.4111111111111]","[0.498575498575499, 0.00292397660818713, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['26.6461%', '-7.5848%', '49.8454%', '3.9561%', '23.6633%']"
